Id,SalePrice
1571,130531.06153
1572,138998.43961
1573,247671.69122
1574,163977.56335
1575,149171.42348
1576,218432.57105
1577,249806.12531
1578,84370.137075
1579,182978.41816
1580,198985.75844
1581,207019.14959
1582,167147.23263
1583,278112.62234
1584,216822.99598
1585,181408.07297
1586,119539.50466
1587,147934.68439
1588,158546.43589
1589,128048.88166
1590,142182.17923
1591,168175.62357
1592,129490.09678
1593,111505.57916
1594,250549.41264
1595,122722.8731
1596,172742.51595
1597,209128.37736
1598,231692.38508
1599,117581.47706
1600,135355.6333
1601,96505.921127
1602,92554.379462
1603,110090.61876
1604,288178.30924
1605,202997.52169
1606,150021.44192
1607,189614.13736
1608,272773.94772
1609,196002.67316
1610,210270.79562
1611,171590.2955
1612,208452.47713
1613,205535.17452
1614,163247.69509
1615,175993.56614
1616,176697.42066
1617,179017.06949
1618,164656.99762
1619,171919.10418
1620,172527.95735
1621,166369.14364
1622,176333.25765
1623,226078.396
1624,200329.22421
1625,131675.12614
1626,214029.10397
1627,200383.50727
1628,246943.41365
1629,187864.56289
1630,189822.88881
1631,200727.74043
1632,198274.16836
1633,199466.62884
1634,197104.40011
1635,167097.94013
1636,182451.14975
1637,167110.15451
1638,192663.64272
1639,198531.87322
1640,194994.3141
1641,171300.49243
1642,223711.70658
1643,199440.64928
1644,203387.13167
1645,164949.15995
1646,196155.34568
1647,150059.04173
1648,119673.58056
1649,160269.4238
1650,163629.97595
1651,168055.08772
1652,132068.11109
1653,130899.9865
1654,148557.65068
1655,129568.88889
1656,149793.83667
1657,150986.86177
1658,150986.86177
1659,130444.84745
1660,186331.19679
1661,322975.01254
1662,218004.93663
1663,303203.29558
1664,286490.44074
1665,272246.05683
1666,268442.7282
1667,326090.14627
1668,299911.44767
1669,250963.66724
1670,248444.78421
1671,260647.7469
1672,264625.18896
1673,286975.08783
1674,266722.54191
1675,243208.52677
1676,222476.1895
1677,251193.87248
1678,306480.18681
1679,264605.26854
1680,231866.5918
1681,238080.0342
1682,265940.4756
1683,235188.32035
1684,210971.86959
1685,207635.20076
1686,199438.45547
1687,197253.60568
1688,224015.97158
1689,208470.73751
1690,205376.9732
1691,204063.88611
1692,258342.74016
1693,207821.66412
1694,200989.46123
1695,198687.53326
1696,249083.69586
1697,198850.21661
1698,244979.55168
1699,247049.34515
1700,215330.54803
1701,189825.02187
1702,271608.60368
1703,232377.06601
1704,268674.20266
1705,295536.67645
1706,279896.20373
1707,239446.48369
1708,240353.7773
1709,272784.44745
1710,245366.03177
1711,297966.96658
1712,258598.22705
1713,211637.0038
1714,183573.32778
1715,203985.8645
1716,211111.89345
1717,206449.39678
1718,204113.14762
1719,209305.73474
1720,211827.89821
1721,213362.85843
1722,213362.85843
1723,211162.19255
1724,209825.3312
1725,238268.53129
1726,162935.6533
1727,215520.82912
1728,195102.89688
1729,206791.20749
1730,212470.04607
1731,146709.88019
1732,147804.81089
1733,129292.44387
1734,119818.10677
1735,130631.49511
1736,173570.2705
1737,190975.80874
1738,215412.38778
1739,188706.43556
1740,241609.95525
1741,224478.23226
1742,185555.03242
1743,233114.98275
1744,178103.92753
1745,177021.37093
1746,185693.64029
1747,177754.70928
1748,212616.96337
1749,158317.24022
1750,157321.21967
1751,222041.06839
1752,115007.18283
1753,166557.31597
1754,183357.39112
1755,201783.41799
1756,134835.26749
1757,174523.40122
1758,171994.99873
1759,177541.71267
1760,176501.49364
1761,191562.07196
1762,171033.3416
1763,199534.65631
1764,133313.11682
1765,57518.975142
1766,200022.78161
1767,165256.21714
1768,169681.45051
1769,153686.68265
1770,176374.33941
1771,154524.96426
1772,134639.16945
1773,126785.65238
1774,220666.09296
1775,187787.1258
1776,155613.11765
1777,111309.12066
1778,155928.64202
1779,179361.8193
1780,135133.79697
1781,144967.76439
1782,121498.03716
1783,151437.31893
1784,58189.062948
1785,108625.84515
1786,97243.405481
1787,111585.58271
1788,149124.06651
1789,94141.911727
1790,40876.74559
1791,269108.62766
1792,152209.89131
1793,140035.68873
1794,163574.84267
1795,214409.90234
1796,191903.01593
1797,142417.95179
1798,184212.85779
1799,117361.14891
1800,177270.12527
1801,155381.21093
1802,131897.0764
1803,166880.90403
1804,150828.18286
1805,159122.52065
1806,118282.50659
1807,117190.58149
1808,107855.31619
1809,98293.518932
1810,126816.24459
1811,109664.74681
1812,90944.613111
1813,138991.6411
1814,80319.809213
1815,83452.953994
1816,134445.25543
1817,97795.508658
1818,69598.51416
1819,137043.29568
1820,110594.25708
1821,94767.256828
1822,108031.51518
1823,79368.946239
1824,100288.57219
1825,103385.39326
1826,168303.61735
1827,84028.94816
1828,125173.35021
1829,126064.25281
1830,93398.766168
1831,104627.89519
1832,140569.27236
1833,104834.23501
1834,97733.772966
1835,184504.60976
1836,102545.7207
1837,92000.60218
1838,97094.002399
1839,105505.10141
1840,163661.52817
1841,134954.26201
1842,136166.10724
1843,189018.25271
1844,181878.7369
1845,186950.92334
1846,214906.18554
1847,228459.37276
1848,122693.21385
1849,141437.14077
1850,155645.28075
1851,161371.32359
1852,146054.58875
1853,149158.869
1854,130155.69695
1855,200868.71744
1856,196343.48199
1857,80917.516453
1858,199935.37898
1859,164387.06649
1860,149400.01388
1861,164368.80612
1862,308767.62685
1863,302266.93274
1864,302328.35401
1865,266470.83915
1866,270981.11074
1867,211571.18342
1868,300494.65921
1869,188618.25985
1870,214798.79381
1871,268852.90537
1872,212163.77418
1873,205364.6476
1874,196178.59907
1875,209144.6285
1876,218278.81031
1877,226253.11676
1878,225793.8268
1879,199660.76229
1880,147825.23906
1881,238364.97336
1882,247843.15221
1883,233692.72207
1884,206833.90229
1885,213293.01837
1886,231823.27276
1887,217110.68573
1888,231198.98122
1889,213542.18359
1890,130500.90863
1891,200256.85235
1892,135427.18765
1893,140380.43238
1894,259332.3471
1895,158630.45091
1896,132150.5156
1897,136386.89755
1898,120983.38231
1899,144132.18144
1900,129322.21463
1901,122285.30203
1902,139123.20174
1903,166419.48121
1904,134995.57083
1905,177346.59285
1906,63729.08408
1907,191501.06585
1908,140993.23003
1909,140586.52164
1910,140792.36589
1911,212324.10164
1912,216408.8483
1913,131584.4474
1914,90801.887883
1915,291735.80409
1916,82913.685665
1917,225394.93985
1918,132463.09013
1919,131815.67677
1920,149582.70777
1921,296930.4212
1922,261040.53246
1923,172223.62387
1924,218444.2518
1925,205695.69978
1926,306327.50511
1927,161993.09557
1928,194272.84208
1929,141535.39733
1930,146334.60174
1931,156492.20431
1932,178848.05508
1933,205011.03208
1934,197931.63669
1935,213760.15563
1936,200482.5698
1937,179784.50282
1938,178288.81197
1939,179932.86138
1940,140790.62688
1941,203219.96627
1942,191431.35404
1943,138747.08327
1944,307551.96286
1945,248229.98164
1946,216829.12774
1947,231906.97215
1948,241534.72573
1949,179161.38514
1950,168488.49801
1951,214803.67233
1952,209150.71619
1953,201926.80338
1954,172494.63804
1955,166952.244
1956,241814.35812
1957,150047.98346
1958,242948.16783
1959,189333.61772
1960,141696.80778
1961,187602.97688
1962,132068.11109
1963,131248.59369
1964,148674.14275
1965,165163.68234
1966,132318.48659
1967,302622.82312
1968,322038.75323
1969,250102.54173
1970,282822.69539
1971,301792.10138
1972,253698.15954
1973,314080.54906
1974,283681.04036
1975,254691.21901
1976,209823.04873
1977,253086.61941
1978,254677.5132
1979,236381.88495
1980,252172.7117
1981,232096.21605
1982,227621.30325
1983,227621.30325
1984,212051.66742
1985,198360.51226
1986,229204.32915
1987,192581.15455
1988,206643.03981
1989,202623.51591
1990,241305.93735
1991,246203.80953
1992,219735.24133
1993,232034.34786
1994,224280.4508
1995,199749.95518
1996,220800.02293
1997,271799.98508
1998,205360.25423
1999,218335.82671
2000,237825.84167
2001,285246.74492
2002,235098.94119
2003,268128.05139
2004,297184.55093
2005,270179.03682
2006,209509.96041
2007,231904.49577
2008,268130.85702
2009,207277.71241
2010,230799.41103
2011,233630.35041
2012,210539.18164
2013,214281.40639
2014,184492.99188
2015,223259.41111
2016,202185.8064
2017,163901.79323
2018,188999.05916
2019,155327.08344
2020,136140.70887
2021,188820.72648
2022,238496.37203
2023,162420.38252
2024,229641.99151
2025,264111.88623
2026,154079.44208
2027,172598.41418
2028,182672.01718
2029,238560.58332
2030,218164.00524
2031,179242.80733
2032,177663.61094
2033,193968.55971
2034,208507.30921
2035,224930.60899
2036,201575.07199
2037,201575.07199
2038,215764.64394
2039,198050.52209
2040,246145.57142
2041,185980.75995
2042,231619.3393
2043,179248.35302
2044,158230.95415
2045,165687.76983
2046,172328.16831
2047,174278.75001
2048,161772.51629
2049,190311.41364
2050,165561.70684
2051,103245.13484
2052,131796.25817
2053,159524.18954
2054,95991.320769
2055,167563.7514
2056,117023.50574
2057,193900.5688
2058,208500.38261
2059,171008.93838
2060,110160.87897
2061,179388.25173
2062,145161.41393
2063,181283.04931
2064,159010.05154
2065,157457.99669
2066,153444.27619
2067,161469.22041
2068,193400.80608
2069,99765.114395
2070,111841.2657
2071,133886.16674
2072,114312.07837
2073,124756.75011
2074,132612.46267
2075,181274.63162
2076,116193.02432
2077,187155.78213
2078,198207.79383
2079,140081.70262
2080,118352.77034
2081,155245.71056
2082,243666.0976
2083,138639.6789
2084,119697.39807
2085,156816.71514
2086,212663.48595
2087,131423.62043
2088,57742.27167
2089,99359.571712
2090,115881.43692
2091,101274.00357
2092,104054.14856
2093,77827.751592
2094,125761.57483
2095,135278.55965
2096,93247.904333
2097,73131.564282
2098,131114.61929
2099,100499.8628
2100,175487.71529
2101,95390.769545
2102,118626.19091
2103,67581.470926
2104,112939.99438
2105,78241.408619
2106,80280.141476
2107,128177.95252
2108,148870.47571
2109,126554.50148
2110,86845.721515
2111,135516.56699
2112,123146.40694
2113,126818.4856
2114,52425.348816
2115,127310.39527
2116,90846.245682
2117,123806.02151
2118,108368.11444
2119,101111.99063
2120,88392.898409
2121,116470.42988
2122,88900.650605
2123,71283.022894
2124,144314.83515
2125,151218.85835
2126,120653.3122
2127,131291.08195
2128,107131.21558
2129,111721.70634
2130,157999.12639
2131,144202.49234
2132,59560.213723
2133,93559.13898
2134,152042.369
2135,66225.942375
2136,10000
2137,140830.19442
2138,130553.12017
2139,160241.90039
2140,137985.54644
2141,110426.47397
2142,176373.09653
2143,162810.49627
2144,174916.44934
2145,159106.83923
2146,96078.597431
2147,225629.13073
2148,114646.94494
2149,171057.71027
2150,170037.05581
2151,141981.90238
2152,10000
2153,181604.06321
2154,128037.45553
2155,121984.14365
2156,206746.5015
2157,188081.44639
2158,220112.02189
2159,199816.31509
2160,212790.18808
2161,267371.07578
2162,302253.75599
2163,302253.75599
2164,219263.16916
2165,159779.84391
2166,196166.97883
2167,217021.04388
2168,224401.55613
2169,221026.74797
2170,207229.52996
2171,173229.45223
2172,164688.53457
2173,147615.45467
2174,224522.24057
2175,223393.41728
2176,262769.81019
2177,226371.59588
2178,224327.43558
2179,182561.25724
2180,182521.36921
2181,264539.0159
2182,270214.71444
2183,211148.41421
2184,165762.69909
2185,156391.69999
2186,176767.88045
2187,179727.01485
2188,174511.72677
2189,226607.21225
2190,94369.553887
2191,81788.081018
2192,158279.29197
2193,117459.00149
2194,148479.86759
2195,179071.34417
2196,146472.91738
2197,106027.96796
2198,98065.362948
2199,176981.85549
2200,123904.35718
2201,128573.03319
2202,153043.36965
2203,151075.59404
2204,140525.05241
2205,130385.85774
2206,137990.10384
2207,261541.35496
2208,149155.30762
2209,221200.84526
2210,141235.59503
2211,94395.256715
2212,126863.12289
2213,136980.67947
2214,146325.37468
2215,100165.76085
2216,179672.9436
2217,152161.45771
2218,55775.408095
2219,46562.585488
2220,100743.38011
2221,291735.80409
2222,288178.30924
2223,233072.52031
2224,200661.27252
2225,167689.8955
2226,165564.02703
2227,178741.43927
2228,299560.59946
2229,216502.02465
2230,210270.79562
2231,272976.4719
2232,215085.50321
2233,208240.74463
2234,257865.52951
2235,228637.13122
2236,214172.9966
2237,230932.79476
2238,199651.93599
2239,192794.90601
2240,221957.07624
2241,160008.19268
2242,186395.96317
2243,202750.25061
2244,162550.4807
2245,144148.83151
2246,153384.54693
2247,175995.22618
2248,160131.74052
2249,135167.57168
2250,147123.7193
2251,212032.99331
2252,182184.37836
2253,198213.84251
2254,188428.39355
2255,200159.98363
2256,167893.67752
2257,233820.83718
2258,185111.06414
2259,164024.09624
2260,111431.70791
2261,184664.00418
2262,169853.59005
2263,317436.55732
2264,346826.97578
2265,192338.9687
2266,200925.37241
2267,230602.4894
2268,287395.5753
2269,188673.08047
2270,196227.85293
2271,212327.58948
2272,229346.38198
2273,180999.55777
2274,173311.98964
2275,178200.80192
2276,204499.94702
2277,160176.5972
2278,159908.24495
2279,156696.50727
2280,144472.95259
2281,169474.72779
2282,176140.26336
2283,150713.78531
2284,168243.91652
2285,133113.10347
2286,180421.47488
2287,301064.59049
2288,291916.53679
2289,201186.37912
2290,288183.55204
2291,282859.21614
2292,249447.90726
2293,304593.28377
2294,244633.29275
2295,276265.99661
2296,222821.77502
2297,267975.32824
2298,295229.6359
2299,268005.55821
2300,233294.4425
2301,302397.05846
2302,228407.88267
2303,227292.33966
2304,211814.62747
2305,220449.28769
2306,220452.60775
2307,242187.60571
2308,240535.33211
2309,229110.89349
2310,227621.30325
2311,213369.73461
2312,251254.8468
2313,209824.78593
2314,272609.02335
2315,208702.06325
2316,210149.61312
2317,213109.9937
2318,265518.47756
2319,264661.89989
2320,227043.9155
2321,227506.65364
2322,202651.20272
2323,200812.82996
2324,210062.71035
2325,212153.27445
2326,240174.61628
2327,240441.05951
2328,221609.49716
2329,202739.13733
2330,201839.93829
2331,270272.71212
2332,231315.2946
2333,220691.99629
2334,239439.43641
2335,234044.2422
2336,234204.76745
2337,211618.2039
2338,233904.83704
2339,230714.79074
2340,250394.19332
2341,241551.94663
2342,226616.70572
2343,225627.32531
2344,209943.76887
2345,208570.92055
2346,209509.96041
2347,208939.44815
2348,209509.96041
2349,212449.88106
2350,264895.9879
2351,216320.56648
2352,214952.59601
2353,246174.27827
2354,206449.39678
2355,206449.39678
2356,230261.55994
2357,225450.82215
2358,198091.49805
2359,133082.32436
2360,126711.07147
2361,134523.83551
2362,199318.71627
2363,149719.77805
2364,180375.92844
2365,173420.67066
2366,238764.07557
2367,239197.34451
2368,182211.06719
2369,214915.40708
2370,200969.15949
2371,201866.69849
2372,219572.07924
2373,255064.03348
2374,198620.01138
2375,164553.97047
2376,202690.2022
2377,210616.40409
2378,180394.81999
2379,202100.45252
2380,137762.0228
2381,160635.18755
2382,203260.53774
2383,195987.07844
2384,207655.69451
2385,167278.31036
2386,153300.53381
2387,154068.20302
2388,117759.47816
2389,160308.97433
2390,177615.45378
2391,174216.56335
2392,205946.89932
2393,168904.71338
2394,152980.72819
2395,206456.53483
2396,173493.40012
2397,186983.37153
2398,124152.13154
2399,104367.63173
2400,103042.15011
2401,128745.6809
2402,153865.03211
2403,174036.38501
2404,155559.88188
2405,196074.87396
2406,133528.77908
2407,111272.58291
2408,149727.71153
2409,121394.99161
2410,190243.92477
2411,135652.68605
2412,154673.8839
2413,173046.46881
2414,121638.72354
2415,255926.82871
2416,161446.59585
2417,175395.49367
2418,149769.60321
2419,156330.83343
2420,140631.72
2421,147911.98343
2422,139793.84905
2423,82052.574172
2424,144435.93751
2425,172158.54985
2426,73167.174516
2427,87083.114526
2428,171321.43748
2429,147478.21273
2430,182935.32977
2431,130466.36165
2432,185629.98751
2433,184154.75659
2434,187467.1059
2435,187628.12922
2436,187831.99705
2437,165906.69272
2438,126326.50349
2439,86621.382127
2440,103940.14946
2441,71228.555717
2442,73263.003634
2443,167771.79896
2444,108375.20644
2445,72276.283132
2446,96215.806565
2447,128694.64621
2448,162104.86486
2449,81709.842601
2450,96247.419875
2451,136991.01551
2452,68505.052501
2453,124400.85608
2454,127303.89252
2455,67473.257052
2456,135245.94646
2457,118165.14875
2458,147590.81368
2459,93809.129804
2460,124925.28194
2461,144314.83515
2462,116027.55765
2463,93381.698959
2464,122299.17077
2465,124436.31077
2466,105019.63602
2467,129720.32415
2468,66464.136797
2469,48689.980553
2470,192832.92849
2471,162593.45442
2472,97094.002399
2473,137379.75437
2474,99438.005695
2475,135240.3374
2476,82836.98936
2477,134923.28132
2478,137416.61705
2479,141177.75084
2480,189703.8054
2481,158260.7576
2482,121829.42552
2483,155596.98362
2484,155971.10608
2485,134763.36181
2486,193206.34235
2487,158714.93636
2488,111129.8719
2489,152139.55113
2490,153815.58434
2491,138131.12092
2492,235907.61045
2493,185489.53948
2494,162020.68027
2495,136146.6709
2496,250694.24146
2497,151154.21396
2498,139155.99101
2499,129547.46799
2500,176495.55512
2501,163378.83426
2502,166400.09659
2503,141903.70735
2504,226229.84688
2505,195448.184
2506,267093.85006
2507,262670.35185
2508,268848.50626
2509,231435.78513
2510,227640.40732
2511,187078.82712
2512,208295.89439
2513,179321.36276
2514,397971.90288
2515,203582.35181
2516,200121.22186
2517,193972.41356
2518,209809.72125
2519,203783.83839
2520,224258.25366
2521,204000.22383
2522,220741.22208
2523,148710.57109
2524,192430.66638
2525,216353.27675
2526,196630.65528
2527,159685.09895
2528,176026.81521
2529,166235.15066
2530,140163.53613
2531,205838.42126
2532,205018.4058
2533,221968.56837
2534,221058.94681
2535,246160.95653
2536,226807.48528
2537,197970.73271
2538,208688.24346
2539,189613.69941
2540,207833.86534
2541,207832.20531
2542,207846.02511
2543,138580.34252
2544,196477.98233
2545,126418.02642
2546,195039.4323
2547,127635.91339
2548,187798.10135
2549,204489.43586
2550,351747.16259
2551,237848.27619
2552,121877.29926
2553,59658.348532
2554,130124.56597
2555,92883.605768
2556,122479.07595
2557,112277.57142
2558,188682.34899
2559,148177.39829
2560,88704.760046
2561,94534.924692
2562,105863.98045
2563,112873.99065
2564,131493.50166
2565,134185.13286
2566,104465.99199
2567,128398.11504
2568,209665.65956
2569,152869.35984
2570,141074.57171
2571,228590.39777
2572,116413.35247
2573,180493.62101
2574,147103.13535
2575,128970.42951
2576,111479.37824
2577,102646.32528
2578,125229.28482
2579,90820.725503
2580,95806.749914
2581,139921.80632
2582,119445.66133
2583,293431.23858
2584,148745.19818
2585,225026.35145
2586,175133.00965
2587,165461.10491
2588,202931.75419
2589,126734.27049
2590,179859.76282
2591,210112.35307
2592,207890.30651
2593,249518.08103
2594,160546.72294
2595,200635.83823
2596,239094.23221
2597,214327.34782
2598,264730.85017
2599,256008.05843
2600,178788.51662
2601,159233.62255
2602,178376.29627
2603,158314.03185
2604,195124.47418
2605,183689.56782
2606,132757.42001
2607,144859.8892
2608,190464.85626
2609,147806.95624
2610,151318.46703
2611,251839.6373
2612,151144.1646
2613,141159.03011
2614,173826.98034
2615,220601.45888
2616,184078.95492
2617,213429.40184
2618,223729.57519
2619,161848.13306
2620,197161.3808
2621,175301.28985
2622,171061.02286
2623,251497.46857
2624,234757.51366
2625,241112.23074
2626,183822.33804
2627,132677.41708
2628,268204.80377
2629,329902.75134
2630,280953.49683
2631,324786.64943
2632,285811.29656
2633,229618.86397
2634,271919.96042
2635,154826.72399
2636,189573.7213
2637,192927.69978
2638,208621.2611
2639,168295.19131
2640,150566.05883
2641,137570.03981
2642,178378.61196
2643,151635.10431
2644,150639.08377
2645,149022.74994
2646,130899.9865
2647,148674.14275
2648,120653.02552
2649,182854.11697
2650,130737.01348
2651,148343.50626
2652,325342.7609
2653,219819.23543
2654,318438.67848
2655,248367.22496
2656,282579.20988
2657,220697.08938
2658,265629.81752
2659,229489.18165
2660,270970.65619
2661,216994.97765
2662,239541.42819
2663,232699.61072
2664,225907.0274
2665,212337.19838
2666,227842.08781
2667,209824.78593
2668,210992.91051
2669,213355.13925
2670,247844.27272
2671,209060.63065
2672,200448.8768
2673,195529.03336
2674,227763.41943
2675,199152.92958
2676,206887.06484
2677,201362.96894
2678,231866.3507
2679,219789.44147
2680,221934.7867
2681,239191.01226
2682,264330.86857
2683,266247.69292
2684,233847.27911
2685,249198.32203
2686,291780.95351
2687,231329.8257
2688,231252.64184
2689,190567.67958
2690,215848.51068
2691,206318.7936
2692,205668.06018
2693,230230.60027
2694,214530.98302
2695,224878.64986
2696,224599.76411
2697,197270.94306
2698,165702.93038
2699,143374.12154
2700,144542.24612
2701,194953.4938
2702,206930.30197
2703,192716.80897
2704,142344.92448
2705,134060.6445
2706,156665.44799
2707,112838.01614
2708,140275.81271
2709,130754.39581
2710,163032.32216
2711,173679.45365
2712,245440.54403
2713,154399.82869
2714,171542.6324
2715,185555.03242
2716,180102.78223
2717,227410.50809
2718,221674.26358
2719,151299.54967
2720,186553.10185
2721,157809.38068
2722,173329.63901
2723,168652.24348
2724,136057.70715
2725,137402.81626
2726,175740.62349
2727,262349.0565
2728,183427.21591
2729,150736.3976
2730,207416.11102
2731,98575.952631
2732,157530.25242
2733,147299.81426
2734,178423.31476
2735,174882.42155
2736,143570.55508
2737,124159.57013
2738,154947.34825
2739,138523.35608
2740,183173.84543
2741,155112.07686
2742,203104.4211
2743,201415.58529
2744,152892.8508
2745,195911.99078
2746,126620.81993
2747,178083.01195
2748,148375.17444
2749,166285.09761
2750,129504.26564
2751,159527.47841
2752,210777.62339
2753,207200.98182
2754,163938.52537
2755,137530.04634
2756,104728.47183
2757,134519.96919
2758,38525.787732
2759,91914.695552
2760,117591.58661
2761,152277.95272
2762,94736.162515
2763,150964.28465
2764,108111.16985
2765,146867.16956
2766,57203.283419
2767,128206.09302
2768,206252.223
2769,187136.21955
2770,155333.18405
2771,154669.17035
2772,146484.54414
2773,173359.93706
2774,191137.68023
2775,120925.2434
2776,86561.535201
2777,76285.426158
2778,94468.523323
2779,93071.701704
2780,85551.739089
2781,100856.23171
2782,115024.89974
2783,63146.547648
2784,174507.95633
2785,155083.45559
2786,57847.389612
2787,138640.02827
2788,85753.758682
2789,128312.98051
2790,115809.59883
2791,156293.19986
2792,81780.715748
2793,59358.832886
2794,101070.16479
2795,107643.72732
2796,93245.458293
2797,267908.52863
2798,107607.12365
2799,62078.115436
2800,89985.7255
2801,117173.91814
2802,179489.01658
2803,185604.95888
2804,172054.00541
2805,107430.69316
2806,119326.22355
2807,243676.23168
2808,188523.5625
2809,102618.8619
2810,136142.85027
2811,155873.08883
2812,164806.43846
2813,203413.63209
2814,220144.13061
2815,201006.52301
2816,141717.10762
2817,157075.93336
2818,144904.57493
2819,148675.80273
2820,141082.1288
2821,164787.69243
2822,118064.24726
2823,214257.50871
2824,192608.37491
2825,170467.14478
2826,230515.8161
2827,175711.32184
2828,203650.45471
2829,148597.22841
2830,211096.37216
2831,187487.19554
2832,245881.11035
2833,243163.0176
2834,211064.83151
2835,227395.26178
2836,227395.26178
2837,143459.20217
2838,203923.23981
2839,220896.64286
2840,199071.54069
2841,201214.10538
2842,208109.88764
2843,151314.77574
2844,170133.48836
2845,166235.15066
2846,224910.14905
2847,220638.83948
2848,242891.60156
2849,221586.25668
2850,222461.55708
2851,235837.56776
2852,222428.89592
2853,217599.31103
2854,181408.07297
2855,205119.66789
2856,208243.8938
2857,206775.30302
2858,207392.83576
2859,70357.685942
2860,244507.88613
2861,118032.90231
2862,244475.20191
2863,214758.20189
2864,208854.74495
2865,200256.85235
2866,252540.28837
2867,137795.11229
2868,86373.674324
2869,130888.27087
2870,209059.46201
2871,110015.90974
2872,66017.365561
2873,63582.84273
2874,124907.08735
2875,133864.83291
2876,137800.04352
2877,93935.579671
2878,135647.48566
2879,132607.3809
2880,146569.74263
2881,145900.55357
2882,120160.4582
2883,170337.31265
2884,128456.81503
2885,129258.03059
2886,191801.4935
2887,105825.98608
2888,134107.75143
2889,96220.897044
2890,85539.579324
2891,180937.1154
2892,125944.63995
2893,152396.70412
2894,77499.909096
2895,292561.92016
2896,288229.77031
2897,175531.76916
2898,166913.58046
2899,232967.08151
2900,169208.21014
2901,161485.6577
2902,182659.19352
2903,272128.15294
2904,260824.29152
2905,223321.40118
2906,188727.3164
2907,186144.21895
2908,140424.65957
2909,163297.36197
2910,140435.29345
2911,178343.09558
2912,166024.18154
2913,176088.18809
2914,176076.56785
2915,176757.18189
2916,176687.46046
2917,191240.25025
2918,178867.97549
2919,186397.05116
